complex,n,ddG_sd,spearman,pearson,rmse,counted
4KRL_A_B,3,0.6595796813520612,-1.0,-0.8296118792513043,1.185324851519193,False
3BDY_HL_V,5,0.9682697253527414,-0.9999999999999999,-0.6886752429083144,3.9902638228014427,False
1XGQ_AB_C,4,1.6619321177847632,-0.7999999999999999,-0.9251791172017011,2.270217979368244,False
3BE1_HL_A,6,1.1106645882702626,-0.753702346348183,-0.7451784921732691,4.287083839521773,False
3N85_A_LH,9,0.43650978737627294,-0.5020964452534339,-0.446479503146453,1.3798399829157733,False
1XGR_AB_C,4,1.7241046032189358,-0.39999999999999997,-0.05193796680810247,1.647350345994555,False
1XGP_AB_C,4,1.2072744311824752,-0.19999999999999998,0.1059727828577352,3.6557368751643344,False
3IDX_HL_G,11,1.002789431644127,0.06363636363636364,0.1718038352836659,2.7058169609514677,True
1YY9_CD_A,19,1.1871746318763041,0.0702062375615889,0.10665418361711021,1.2665826623692586,True
1MLC_AB_E,27,1.3407525082227965,0.12242405882215257,0.10632972727664676,1.7870284400091283,True
1BJ1_HL_VW,22,1.4596699753314362,0.12425868894258861,0.5914585533438886,1.491545203851581,True
2NY7_HL_G,11,0.41587566684345284,0.16363636363636366,0.032824219387067255,0.6979608990418692,True
3G6D_LH_A,8,1.845662695549114,0.2142857142857143,0.004981068398089594,2.050680226583402,False
3L5X_A_HL,35,0.41767573551629056,0.27636924210061625,0.1983247941224664,1.5439127883270816,True
2B2X_HL_A,70,1.0379418017941364,0.28726764414125056,0.29951008720116085,1.88280333149895,True
1NMB_N_LH,8,1.1951410361443147,0.29940656547831473,0.15319974467246603,1.1319050809411018,False
1AHW_AB_C,16,2.0195078246758293,0.34437095415757724,0.4764072447639304,1.7351848081059786,True
3SE8_HL_G,28,0.7753447149661993,0.394963737105022,0.3041468059649659,1.0091134874839678,True
1XGT_AB_C,4,1.7284716416709205,0.39999999999999997,0.36058246706618885,1.642528123828579,False
2NYY_DC_A,32,1.5829505431371362,0.4967008797653959,0.6439218771897537,1.30763142100899,True
4GXU_ABCDEF_MN,3,0.5563303976444333,0.5,0.39350876495832465,1.024595931418449,False
1YQV_HL_Y,3,2.578616254669004,0.5,0.06623754666764436,2.2199030035876546,False
3LZF_AB_HL,3,0.22644824912847072,0.5,0.42522053606203547,0.33991459295072496,False
4JPK_HL_A,9,1.1916648774272633,0.5333333333333333,0.5798932830237067,1.1810908983838506,False
3SE9_HL_G,25,0.888190544086925,0.5353089212075344,0.5496046201259362,1.066252209514601,True
2NZ9_DC_A,20,1.8976855492225682,0.543813502165863,0.6298771482946179,1.5510722188127248,True
2BDN_HL_A,12,1.2400127538823693,0.5454545454545455,0.2850293417668818,1.1504553928388923,True
2JEL_LH_P,44,1.6312137374246773,0.5570547340019076,0.6164593076032883,1.3518374288108903,True
1MHP_HL_A,70,1.0557341038600148,0.5683222201076549,0.5422153145268321,0.9739724628909093,True
1VFB_AB_C,62,1.4611823552069798,0.5725870449744571,0.3623746056164005,1.4162554140317363,True
3NGB_HL_G,45,0.9375433253538086,0.606455862977602,0.6473126108917707,0.809243117097285,True
3HFM_HL_Y,87,2.449702676494337,0.6183372369784582,0.6096934754988715,2.611010060808559,True
1JRH_LH_I,55,2.0014794216248313,0.6280756203665117,0.5473045050038817,1.6780611133015262,True
1DVF_AB_CD,38,1.3313155682090958,0.6438619048420514,0.7266957119544266,1.6996768573679666,True
1DQJ_AB_C,34,1.9433616171511594,0.6533730632560824,0.6060457819916495,1.9687358995933022,True
1N8Z_AB_C,14,0.931364046093578,0.6879120879120879,0.6497276409655323,0.8449096283273054,True
3NPS_A_BC,27,0.6972744594268653,0.701266990310435,0.7120064459822109,0.5018399886682644,True
3BN9_B_CD,35,1.5972054533730793,0.7501050640896098,0.6240918569723176,1.2817569852322048,True
5C6T_HL_A,20,1.0963314241479512,0.761940633048436,0.5449916553777538,0.9345970560942406,True
1NCA_N_LH,4,0.3044200743529382,0.7999999999999999,0.9097108860956934,1.5844996563489133,False
3W2D_A_HL,4,2.1666414638590146,0.7999999999999999,0.862161120485815,1.6722604264557024,False
4I77_HL_Z,12,1.1085279736772875,0.8328720726066299,0.7818871875135249,0.9437341905692531,True
1CZ8_HL_VW,17,0.697285286208216,0.9049664484530323,0.8613738438295723,0.4377717193426471,True
4NM8_ABCDEF_HL,9,1.5282330983359613,0.9333333333333332,0.9422274391865748,0.959372466228473,False
1XGU_AB_C,4,1.0644821716298782,1.0,0.974234015774197,1.2905815984920408,False
4KRO_A_B,3,0.8189397085232125,1.0,0.9015310873251754,0.33871488748650097,False
1KIP_AB_C,1,,,,1.5125647832082771,False
1KIQ_AB_C,1,,,,3.300229850073787,False
1KIR_AB_C,1,,,,2.0635773088240374,False
2VIR_AB_C,2,0.8707439317863112,,,2.9743131165074996,False
2VIS_AB_C,1,,,,6.351941522177069,False
4KRP_A_B,2,0.8822914086991817,,,0.21488258231109789,False
4U6H_AB_E,2,0.3301580968969338,,,1.309093538288279,False
4ZS6_HL_A,2,2.2266205294083865,,,1.204037677685337,False
